序号,code,name,eps,revenue,rev_yoy,营业总收入-季度环比增长,profit,profit_yoy,净利润-季度环比增长,bps,roe,ocf_ps,gross_margin,industry,ann_date,rev_yi,profit_yi,cash_ratio,小基数
2008,002961,瑞达期货,0.86,798315248.94,60.28,0.3711,410092855.29,80.02,1.4155,8.808412975926,10.12,-3.915132906923,,多元金融,2026-08-28,7.98,4.101,-4.55248012432907,False
6868,003031,中瓷电子,0.89,2210800974.23,54.762730201,1.1569,402734141.25,41.22,8.343,14.119890190498,6.02,0.960025399795,32.0661051733,通信设备,2026-08-25,22.11,4.027,1.078680224488764,False
2198,000062,深圳华强,0.3743,17748016237.79,60.6522807075,30.4598,391438713.35,66.13,-5.1464,6.596715046689,5.73,-0.763318964232,7.712505549,其他电子Ⅱ,2026-08-28,177.48,3.914,-2.0393239760406088,False
11441,001339,智微智能,1.19,3049593179.64,56.6420641839,34.0337,388460769.92,281.92,155.9367,8.287375355582,15.58,2.950427831278,39.5226032694,计算机设备,2026-07-18,30.5,3.885,2.4793511187210084,False
10129,603093,南华期货,0.55,879141903.95,48.1764200269,2.9735,388309024.43,67.91,-10.3617,8.133648430416,6.76,7.542075952269,,多元金融,2026-08-18,8.79,3.883,13.712865367761818,False
6376,688388,嘉元科技,0.58,7512521790.22,89.5704663514,18.05,382242898.85,940.0,117.1749,12.651837854722,4.94,0.247895334428,6.2924354156,电池,2026-08-25,75.13,3.822,0.42740574901379313,False
4916,603317,天味食品,0.3602,2027725694.93,45.7950635917,-20.6302,380802200.01,100.4,-47.7458,3.995869207359,8.42,0.354210162261,42.3160789527,调味发酵品Ⅱ,2026-08-26,20.28,3.808,0.9833708002803997,False
10614,603256,宏和科技,0.42,1047839470.58,90.3889432493,37.0139,379486597.65,334.32,70.6158,3.26041435496,15.28,0.307898304611,59.343007344,玻璃玻纤,2026-08-14,10.48,3.795,0.7330912014547619,False
10089,688779,五矿新能,0.2,7812162781.16,168.9977570192,59.5142,377618935.7,1507.6335597105,264.7646,3.792174142464,5.07,-0.446585328301,11.2136284279,电池,2026-08-18,78.12,3.776,-2.2329266415049998,True
4823,688308,欧科亿,2.35,1206729911.37,99.9622170872,-12.6346,370884709.02,47734.24,-18.0999,18.90012807867,13.18,-1.954444513281,46.0025652144,通用设备,2026-08-26,12.07,3.709,-0.8316785162897872,True
1917,300613,富瀚微,1.52,1463157174.3,112.655090463,61.7191,349770671.07,1419.2,211.1253,13.63390817571,11.3,-0.37222762889,45.2767064609,半导体,2026-08-28,14.63,3.498,-0.24488659795394735,True
11439,688146,中船特气,0.66,1904281352.97,83.1262578334,71.4894,347897694.46,95.63,143.4777,11.348551080273,5.86,-0.454703989115,31.7923109385,半导体,2026-07-18,19.04,3.479,-0.6889454380530302,False
6908,002645,华宏科技,0.455,5596247467.31,77.1295272198,22.7425,342656826.49,330.3,-41.6861,5.760639902676,8.12,0.643247133906,13.66473558,环保设备Ⅱ,2026-08-25,55.96,3.427,1.4137299646285713,False
7858,002925,盈趣科技,0.45,2551669481.0,40.2068423328,24.3287,338067892.19,145.09,162.5141,6.779376932225,6.49,0.170015138173,28.4697783267,消费电子,2026-08-22,25.52,3.381,0.37781141816222225,False
5188,301275,汉朔科技,0.799,2906748119.9,47.2257995324,-3.1045,335514381.55,51.22,-14.3414,9.980131814039,8.09,1.832542977202,33.0735273679,其他电子Ⅱ,2026-08-26,29.07,3.355,2.2935456535694616,False
7802,300548,长芯博创,1.1,1688445780.87,40.7201541506,51.7793,321433658.94,91.08,47.1287,7.089991972538,15.32,1.053386341775,48.8772595004,通信设备,2026-08-22,16.88,3.214,0.9576239470681818,False
11254,688313,仕佳光子,0.6964,1495490807.64,50.6601605112,59.3668,314784732.28,45.3,70.9553,3.798686944995,18.51,-0.840148964373,36.1813534002,通信设备,2026-08-01,14.95,3.148,-1.2064172377556002,False
498,603045,福达合金,2.2887,4399304106.44,96.3546416783,26.5003,309998351.66,1146.56,-28.791,10.052334558737,25.28,-4.878361510679,14.6127609221,金属新材料,2026-08-29,43.99,3.1,-2.131498890496352,True
9324,688536,思瑞浦,2.25,1605824436.86,69.1856086309,28.6508,307757831.93,368.52,91.9889,47.95350082947,4.81,2.572696150337,49.0039019153,半导体,2026-08-20,16.06,3.078,1.1434205112608888,False
188,603638,艾迪精密,0.37,2261958709.31,44.2065334804,-6.2841,305737218.01,47.71,1.8875,5.228636048754,7.96,0.0654234006,28.6578492491,工程机械,2026-08-31,22.62,3.057,0.17682000162162162,False
11033,300184,力源信息,0.2585,6432185722.64,59.4583037337,26.8632,297519061.1,209.5,16.6584,4.062227837705,6.9,0.088300841288,10.3542773948,其他电子Ⅱ,2026-08-10,64.32,2.975,0.341589328,False
1474,688390,固德威,1.19,6249532561.38,52.9559092713,64.7513,286471807.71,1825.9438152314,82.3096,12.591003865403,9.88,0.62561234916,25.7604915873,光伏设备,2026-08-28,62.5,2.865,0.5257246631596638,True
3257,300432,富临精工,0.1649,11048243248.85,90.0582207015,18.6014,281896856.97,61.58,-60.9937,2.814614689023,5.84,0.743704064877,9.1442429862,电池,2026-08-27,110.48,2.819,4.510030714839297,False
2747,688630,芯碁微装,2.14,1105502942.02,68.951037133,14.7768,281409728.1,98.13,59.6207,36.321910399164,11.62,2.01636539878,43.0430986217,专用设备,2026-08-27,11.06,2.814,0.9422268218598131,False
980,002289,宇顺电子,1.0006,547123597.77,306.7871065301,6.1351,280426240.27,6380.84,369.3263,1.771587268884,78.71,0.543119322874,39.3012887721,光学光电子,2026-08-29,5.47,2.804,0.5427936466859884,True
10144,600366,宁波韵升,0.2547,3336660661.1,42.0220388493,22.6846,274095385.26,154.18,35.2088,5.841380673605,4.29,0.1865506614,20.7774458297,金属新材料,2026-08-18,33.37,2.741,0.7324329069493523,False
10088,688836,宇树科技,0.75,1152245550.58,48.5389986228,72.5012,273999911.92,955.5945828766,347.8483,7.911656929646,9.99,0.636082168332,56.0089333697,自动化设备,2026-08-18,11.52,2.74,0.8481095577760001,False
5441,002326,永太科技,0.296,3746224420.1,43.571159474,21.3106,273853465.42,365.74,61.6496,3.197662844254,9.75,0.625668561014,25.0072345566,化学制品,2026-08-26,37.46,2.739,2.113745138560811,False
6670,301603,乔锋智能,2.26,1727766956.38,42.3767631865,38.2678,273286547.02,52.69,58.1231,22.00931009995,10.74,0.596253051673,30.7639439762,通用设备,2026-08-25,17.28,2.733,0.2638287839261062,False
8508,688127,蓝特光学,0.67,1012452775.31,75.5007893474,24.3063,272068137.89,163.21,10.0125,5.883239749351,11.75,0.963897754952,44.1381214717,光学光电子,2026-08-21,10.12,2.721,1.4386533656,False
10337,301696,三瑞智能,0.71,735320317.3,68.7919259598,19.9778,265147519.03,65.45,3.5135,5.302905639009,17.01,0.58857059036,56.0154700053,航空装备Ⅱ,2026-08-17,7.35,2.651,0.8289726624788734,False
7763,301511,德福科技,0.4191,9196561806.87,73.5399231986,12.0072,263458191.26,580.66,-21.0529,6.704924213434,6.31,-0.972301741903,9.1224974836,电池,2026-08-22,91.97,2.635,-2.3199755235099024,False
1959,300302,同有科技,0.5379,260760748.47,50.1224797904,14.2556,257794222.26,1502.54,95.7006,2.681936863401,22.42,-0.200297662458,49.1009842092,计算机设备,2026-08-28,2.61,2.578,-0.37236970153931953,True
6400,688097,博众精工,0.576,3235850808.33,72.4409879708,18.5392,257230511.82,58.18,703.2293,11.368520721849,5.22,-1.320982607671,29.1565339669,自动化设备,2026-08-25,32.36,2.572,-2.293372582762153,False
5221,301031,中熔电气,1.72,1364830457.45,62.7681696239,16.1042,250821721.5,82.41,20.2675,12.046134355027,14.94,-0.009077338052,36.5085901373,其他电子Ⅱ,2026-08-26,13.65,2.508,-0.005277522123255814,False
9764,300855,图南股份,0.63,1023010757.94,70.8964547914,98.6666,249075915.72,167.92,60.6484,5.558117081901,11.68,0.02445675639,40.1062844106,金属新材料,2026-08-19,10.23,2.491,0.03882024823809524,False
6373,688428,诺诚健华,0.14,1137057064.36,55.4558301198,15.0969,246355891.77,918.6917197551,32.8123,4.341112763785,3.2,0.046106870156,89.5390719773,化学制药,2026-08-25,11.37,2.464,0.32933478682857137,False
6714,301099,雅创电子,1.33,6225657278.1,118.678857604,80.8446,243168737.56,495.76,155.389,10.757525953311,16.3,-7.922226037844,12.2969868478,其他电子Ⅱ,2026-08-25,62.26,2.432,-5.956560930709775,False
1435,688796,百奥赛图,0.54,941388593.84,51.6013388674,17.3826,241094391.65,402.29,31.7447,5.418756102047,10.49,0.585278608034,79.2966453083,医疗服务,2026-08-28,9.41,2.411,1.083849274137037,False
11434,300503,昊志机电,0.75,1166348469.27,65.8575138341,35.198,232342843.01,266.57,55.508,5.14676971513,15.55,0.167486892419,42.4462536243,通用设备,2026-07-21,11.66,2.323,0.22331585655866668,False
10252,000506,招金黄金,0.24,362915728.79,85.131256022,2.8827,226798249.89,407.44,-78.9803,0.97085595018,28.34,0.059680145878,55.9424937896,贵金属,2026-08-18,3.63,2.268,0.2486672744916667,False
5035,600490,鹏欣资源,0.1015,2089631780.5,59.5593967589,13.2929,224659211.67,58.81,3.7057,2.874918456958,3.53,0.286236535308,30.4518702825,工业金属,2026-08-26,20.9,2.247,2.8200643872709357,False
9328,688353,华盛锂电,1.44,792459942.58,126.512398032,42.3355,222863455.56,451.483715654,29.7158,22.889240758495,6.14,-0.278025090596,52.5522782558,电池,2026-08-20,7.92,2.229,-0.19307297958055555,False
131,688809,强一股份,1.72,624146448.78,66.7048399187,19.1306,222408112.17,61.3,-1.4429,32.132173374432,5.35,1.647043752938,63.2227160022,半导体,2026-08-31,6.24,2.224,0.9575835772895349,False
655,600037,歌华有线,0.15,1348362375.66,44.479091648,-2.8864,213433040.15,2301.6330490644,115.836,9.233593503696,1.67,0.068360783889,11.6440713116,电视广播Ⅱ,2026-08-29,13.48,2.134,0.45573855926000006,True
11258,600641,先导基电,0.2266,1146692842.72,64.0557371166,14.2674,210130445.65,414.95,1443.2236,8.882719239974,2.54,-1.216731936376,19.9716152973,半导体,2026-08-01,11.47,2.101,-5.369514282330098,False
9493,002491,通鼎互联,0.1647,2457536233.34,61.4560293732,31.055,202537933.47,326.04,195.0107,2.172370632161,7.88,0.116317122792,27.8234609241,通信设备,2026-08-20,24.58,2.025,0.7062363253916211,False
1791,301638,南网数字,0.0637,2217707747.8,42.3702927904,17.7859,202431219.18,1453.65,62.2479,3.501469350429,1.81,-0.122601724709,34.6232392362,IT服务Ⅱ,2026-08-28,22.18,2.024,-1.9246738572841444,True
1491,688279,峰岹科技,1.73,560903072.28,49.5582766779,24.1,199209603.06,70.98,25.6893,45.463267143081,3.83,0.380915403746,52.0263282627,半导体,2026-08-28,5.61,1.992,0.22018231430404625,False
196,603399,永杉锂业,0.39,4366567056.79,82.5820580695,9.7375,197793946.03,237.2906984973,-50.7472,3.310867520617,12.49,-0.542161790542,12.3348230494,能源金属,2026-08-31,43.67,1.978,-1.3901584372871794,False
6992,001314,亿道信息,1.38,2745742798.16,80.6783470516,42.2088,195721443.26,1614.8,256.1066,15.748633975132,9.06,-5.217290989873,14.9862240657,消费电子,2026-08-25,27.46,1.957,-3.7806456448355075,True
779,300672,国科微,0.9016,1377572394.55,85.8116429823,17.5272,195749422.82,872.78,156.2944,18.473877115907,5.02,3.238642315611,40.6092596377,半导体,2026-08-29,13.78,1.957,3.592105496462955,False
4850,688025,杰普特,2.06,1487018408.21,68.8631400537,25.0118,195410242.22,105.25,0.0546,26.857602174608,8.02,0.701530167837,40.8046253294,自动化设备,2026-08-26,14.87,1.954,0.3405486251635922,False
11208,600206,有研新材,0.217,6157898140.55,50.3538965052,8.2547,183333652.78,40.89,7.694,5.150066584133,4.22,-1.122674257574,7.4200648174,半导体,2026-08-05,61.58,1.833,-5.173614090202765,False
7769,301238,瑞泰新材,0.25,1459568978.08,49.7650339604,15.6554,180898880.92,120.85,-56.7762,9.940346235879,2.46,-0.355194773809,12.994247253,电池,2026-08-22,14.6,1.809,-1.420779095236,False
2827,603991,领先股份,1.18,1999798149.33,1819.6292068841,23.2418,180165397.7,895.5013124906,153.5181,23.725240418111,5.02,0.451442225449,20.1671221796,半导体,2026-08-27,20.0,1.802,0.3825781571601695,False
1523,605189,富春染织,0.89,2159477736.77,46.9348338606,47.4356,179787167.94,1238.07,45.2845,10.813762360566,8.5,-1.955273454495,13.7318856866,纺织制造,2026-08-28,21.59,1.798,-2.196936465724719,True
10870,300497,富祥股份,0.33,888252249.7,72.5853930926,48.2807,176943420.63,2660.26,89.1445,4.388601372801,7.78,0.128999092106,39.199639762,化学制药,2026-08-12,8.88,1.769,0.3909063397151515,True
51,301716,鸿富诚,3.13,435238787.15,66.2870738014,57.0668,176068923.12,94.6,87.2316,15.619929979486,22.31,3.404696315396,68.1484413906,非金属材料Ⅱ,2026-09-08,4.35,1.761,1.087762401084984,False
9326,688378,奥来德,0.69,461165167.69,64.1447568998,-3.8503,175808330.99,551.02,19.5202,8.032883736892,8.9,0.600595690513,56.2948063164,光学光电子,2026-08-20,4.61,1.758,0.8704285369753624,False
4883,603826,坤彩科技,0.2062,847322742.14,48.027992317,5.5318,175626025.0,255.43,36.4051,3.008834002747,9.32,0.354863326725,19.7966566749,非金属材料Ⅱ,2026-08-26,8.47,1.756,1.7209666669495636,False
203,603186,华正新材,1.14,2959904829.48,41.2788891917,39.806,172929981.95,305.28,359.2645,15.711469977795,7.86,2.404297115722,15.9287171721,元件,2026-08-31,29.6,1.729,2.1090325576508775,False
10327,688380,中微半导,0.43,725773748.57,44.0139092508,23.1917,171622263.44,98.48,134.8832,8.063179101969,5.26,0.482644456084,38.746032871,半导体,2026-08-17,7.26,1.716,1.1224289676372092,False
2907,603061,金海通,2.01,600713563.49,95.4073809966,11.5786,171174638.22,125.21,7.4784,21.801510869425,9.93,0.664567384368,53.5463417425,半导体,2026-08-27,6.01,1.712,0.3306305394865672,False
913,002975,博杰股份,0.83,1121662766.29,66.8401805729,39.8855,171014100.87,746.94,59.4946,11.869385803498,7.19,0.475722572134,49.3459165415,自动化设备,2026-08-29,11.22,1.71,0.5731597254626506,False
6949,002297,博云新材,0.297,745025137.77,88.3314097206,-4.0237,170216370.59,1911.6,-71.3475,4.008962041026,7.69,-0.07597019562,44.4012710068,航空装备Ⅱ,2026-08-25,7.45,1.702,-0.25579190444444444,True
8710,002716,湖南白银,0.0595,8719289198.18,92.536588686,72.653,168142358.52,170.34,-91.8881,1.440159813257,4.36,-0.487904919791,6.6180554885,贵金属,2026-08-21,87.19,1.681,-8.200082685563025,False
907,003010,若羽臣,0.55,2285601334.75,73.2873669929,29.7964,167453579.07,131.72,31.5013,2.556071355338,20.85,0.76335558284,65.4704775272,互联网电商,2026-08-29,22.86,1.675,1.3879192415272728,False
1849,301150,中一科技,0.51,3938836814.78,47.1518076178,19.1604,166601252.33,987.97,35.1785,11.483252961881,4.53,-0.284721423929,7.6827233247,电池,2026-08-28,39.39,1.666,-0.5582773018215687,False
9757,301563,云汉芯城,1.96,2745619251.15,90.6619549459,38.9976,165908329.46,207.69,121.3699,15.890528736673,12.79,-4.412394360048,16.7862040061,其他电子Ⅱ,2026-08-19,27.46,1.659,-2.2512216122693878,False
8557,600971,恒源煤电,0.1348,3442797025.95,44.8213255038,11.087,161244253.83,224.7899409241,328.2758,9.782394824778,1.36,1.196034649356,28.2552638465,煤炭开采,2026-08-21,34.43,1.612,8.872660603531155,False
1603,603124,江南新材,1.1,6790478048.71,40.8483017675,14.5691,160214251.58,51.73,4.9793,13.32860997507,8.34,-3.15940605035,3.9273413506,金属新材料,2026-08-28,67.9,1.602,-2.8721873184999995,False
374,688372,伟测科技,1.01,1071859786.42,68.9957183803,18.7578,159311093.39,57.61,24.8315,25.152938005446,4.41,3.257145933739,33.590206029,半导体,2026-08-29,10.72,1.593,3.22489696409802,False
1795,301607,富特科技,0.7,2444719792.0,65.8079973551,32.881,157828268.04,135.76,5.0924,8.094587625425,10.64,0.554760221459,18.1219569016,汽车零部件,2026-08-28,24.45,1.578,0.7925146020842857,False
1833,301246,宏源药业,0.3937,1341942986.85,52.0513648247,-9.2546,156238212.74,2788.93,-91.7625,11.511682331025,3.44,0.098790271565,23.0659325123,化学制药,2026-08-28,13.42,1.562,0.2509277916306833,True
2826,603992,松霖科技,0.36,1641339113.47,43.9553188244,0.4753,154689396.26,66.18,-37.861,8.123289477436,4.57,0.229714172152,31.3012974244,家居用品,2026-08-27,16.41,1.547,0.6380949226444445,False
6911,002606,大连电瓷,0.36,863560967.18,48.5868142044,5.4068,154730741.92,232.18,60.0301,4.664955974951,7.8,0.203995654506,38.6919501806,电网设备,2026-08-25,8.64,1.547,0.56665459585,False
4900,603507,振江股份,0.63,2863416587.81,56.1044285842,-7.6469,149833033.71,854.75,-45.6326,14.194432097353,5.81,1.989188649916,19.6936939749,风电设备,2026-08-26,28.63,1.498,3.1574423014539685,False
152,688221,前沿生物,0.4,313296180.72,434.2720173848,-94.5598,148929627.03,252.9795924215,-134.5058,2.76008862945,15.59,0.482913172364,84.0533505307,化学制药,2026-08-31,3.13,1.489,1.20728293091,False
10197,300620,光库科技,0.5955,1031662205.86,72.9098394423,41.9099,148395975.24,186.09,131.7119,9.059397596269,6.65,-0.647789719498,38.7732870089,通信设备,2026-08-18,10.32,1.484,-1.087808093195634,False
6522,600893,航发动力,0.05,20754568567.75,47.2120902772,93.2585,146221290.78,59.32,5513.3895,15.069022663287,0.36,-2.799027787863,9.0467456922,航空装备Ⅱ,2026-08-25,207.55,1.462,-55.98055575725999,False
5390,002805,丰元股份,0.52,3277522000.15,353.0442372656,37.0167,145931423.4,159.99,-10.3162,3.578828920614,15.68,-0.053124347655,8.2316250362,电池,2026-08-26,32.78,1.459,-0.10216220702884615,False
8643,301026,浩通科技,0.6588,2749463267.29,104.1461053976,-46.3712,145819034.66,73.41,27.3342,7.812234286032,8.52,1.718259026737,5.4975624682,小金属,2026-08-21,27.49,1.458,2.6081648857574375,False
2135,001298,好上好,0.3387,7385942338.35,90.1799162677,34.1973,145309599.32,332.32,46.1319,4.034173435258,8.57,-3.445089309762,5.2794238274,其他电子Ⅱ,2026-08-28,73.86,1.453,-10.17150667186891,False
2901,603125,常青科技,0.35,705865889.98,45.6693014432,-18.56,139906546.61,99.16,-27.9164,6.355457549757,5.56,0.208230503077,30.318340982,化学制品,2026-08-27,7.06,1.399,0.5949442945057143,False
4810,688416,恒烁股份,1.31,528413533.8,203.2065471271,40.7689,139638250.35,297.2781340181,87.1053,13.272352650976,10.36,0.566065620323,44.6624671312,半导体,2026-08-26,5.28,1.396,0.4321111605519084,False
7764,301338,凯格精机,0.92,732746371.01,61.5337736017,15.7331,137432107.35,104.69,11.5041,11.514609936963,8.08,0.077358050752,40.6085619817,专用设备,2026-08-22,7.33,1.374,0.08408483777391304,False
674,301396,宏景科技,0.6379,1843260974.24,156.4331358574,289.0883,137094320.29,127.43,253.0931,6.115472679961,10.74,8.228494984461,34.8781619301,IT服务Ⅱ,2026-08-29,18.43,1.371,12.899349403450383,False
7880,002552,宝鼎科技,0.35,2157233421.49,54.6913718828,22.454,135971566.97,518.63,5.8726,4.221867164174,8.68,0.179357842294,20.8248970879,元件,2026-08-22,21.57,1.36,0.5124509779828572,False
9343,688117,圣诺生物,0.61,507264016.25,50.2693222448,7.6522,135194010.21,51.98,3.7213,5.191665389741,12.1,0.395867856062,58.7334460588,生物制品,2026-08-20,5.07,1.352,0.6489636984622951,False
5201,301149,隆华新材,0.31,3970761451.89,40.1859087284,-0.3521,134930215.39,77.3,89.0354,5.121042759677,6.33,-0.663197122331,6.1185921339,化学制品,2026-08-26,39.71,1.349,-2.1393455559064516,False
6758,300843,胜蓝股份,0.79,1129515673.04,45.8900498354,29.6346,129714763.19,54.41,159.7078,10.419995037192,7.74,0.386199372577,25.2936697922,消费电子,2026-08-25,11.3,1.297,0.4888599652873417,False
10349,688531,日联科技,0.78,715401975.65,55.3899509991,41.7384,128022734.82,54.63,89.9512,20.711676797965,3.72,0.21430608677,44.984212611,专用设备,2026-08-15,7.15,1.28,0.27475139329487175,False
7828,300201,海伦哲,0.1292,1177601697.84,46.671955943,26.4385,127520459.82,52.41,96.5655,1.871507838689,6.7,-0.140928564468,38.5837463706,工程机械,2026-08-22,11.78,1.275,-1.090778362755418,False
347,688633,星球石墨,0.85,437524732.17,40.9550509838,-23.7826,125149117.79,168.18,-29.1947,14.046819330421,6.7,0.794862112658,48.6447324805,专用设备,2026-08-29,4.38,1.251,0.9351318972447059,False
3001,600540,新赛股份,0.2152,2570847158.51,77.1503537672,-20.656,125109148.69,1819.68,99.172,0.805156732957,30.8496,4.163063096859,8.6905465446,种植业,2026-08-27,25.71,1.251,19.345088740051114,True
151,688293,奥浦迈,0.91,453690008.08,155.2432621603,49.0678,124032624.39,230.34,116.1765,22.095421987999,4.32,0.742451377826,46.0487862173,生物制品,2026-08-31,4.54,1.24,0.8158806349736264,False
663,301655,绿控传动,0.32,2365788093.57,94.0660709598,33.3338,123358682.78,80.63,10.2801,2.675893394092,12.71,0.219187917225,14.4070560739,汽车零部件,2026-08-29,23.66,1.234,0.684962241328125,False
11180,300191,潜能恒信,0.3675,692518043.58,200.4882733844,127.3137,117604906.69,522.94,185.6187,3.843348657219,10.0,1.232259335094,58.341749896,油服工程,2026-08-06,6.93,1.176,3.3530866261061227,False
776,300681,英搏尔,0.38,2423725373.34,77.0627441095,22.9165,117618651.84,216.75,7.2802,10.208814925464,3.8,1.036521326045,15.4982844316,汽车零部件,2026-08-29,24.24,1.176,2.727687700118421,False
7790,300697,电工合金,0.271,2461309141.25,72.0242313948,24.5441,117366857.99,42.55,-11.9245,3.00443222506,8.74,-0.228270522074,9.5432469011,工业金属,2026-08-22,24.61,1.174,-0.8423266497195572,False
788,300611,美力科技,0.55,2084668378.47,131.7325104312,267.3258,116472606.93,44.87,472.4489,6.115547812461,8.88,-0.809294898185,20.5494808332,汽车零部件,2026-08-29,20.85,1.165,-1.4714452694272726,False
10444,002309,中利集团,0.04,1478304701.7,76.566777605,26.3429,114921265.69,261.37,535.9479,0.658654889706,6.02,-0.153464357452,9.0793089196,电网设备,2026-08-15,14.78,1.149,-3.8366089362999998,False
3112,301717,超纯应材,1.49,306202649.8,48.4084715048,8.3043,114112055.71,85.46,-17.163,12.69393089145,12.51,2.053212035827,57.533010036,半导体,2026-08-27,3.06,1.141,1.3779946549174495,False
1438,688758,赛分科技,0.2669,279738112.89,53.1696185826,46.0906,110638217.52,106.19,111.7581,3.332555731865,7.97,0.207217372891,75.3193909379,化学制药,2026-08-28,2.8,1.106,0.7763858107568378,False
810,300490,华自科技,0.28,2025195743.42,121.3584605801,27.9077,109916532.49,179.26,-67.5974,5.65358641599,5.04,-0.678380048692,20.115574706,电网设备,2026-08-29,20.25,1.099,-2.422785888185714,False
3302,002986,宇新股份,0.2906,5672713252.29,64.6971153964,55.3615,108917006.95,400.64,382.4653,10.466999510304,2.79,0.704251665294,8.5649374575,炼化及贸易,2026-08-27,56.73,1.089,2.4234400044528557,False
4829,688231,隆达股份,0.34,1344876334.25,62.2561661752,37.3226,107299208.49,102.29,25.544,8.923102813368,3.82,-0.712093222724,20.9781767345,金属新材料,2026-08-26,13.45,1.073,-2.0943918315411763,False
11310,600110,诺德股份,0.0598,6432962337.54,113.3287576188,52.9874,102906126.6,242.07,56.6896,3.461823192857,1.77,-0.630557836444,9.159727711,电池,2026-07-31,64.33,1.029,-10.54444542548495,False
1800,301571,国科天成,0.56,666609440.51,63.9727014536,133.2193,100596099.15,49.43,203.6591,11.814179833327,4.83,-0.577819699873,37.7750297652,军工电子Ⅱ,2026-08-28,6.67,1.006,-1.031820892630357,False
11038,688700,东威科技,0.33,673661280.42,51.9387894538,20.528,99121663.01,133.21,23.671,6.495200954781,5.27,1.043680944014,37.5587585236,专用设备,2026-08-08,6.74,0.991,3.1626695273151513,False
9349,688003,天准科技,0.51,887141718.39,48.6292382214,31.0687,98482552.25,793.9166584513,1897.7236,10.218850048772,4.83,0.416205865621,36.1079767302,自动化设备,2026-08-20,8.87,0.985,0.816089932590196,False
903,003018,金富科技,0.31,738077716.8,82.3784719133,184.4834,96180983.83,93.87,266.8056,6.326692482038,5.86,0.068055355385,36.0023356567,包装印刷,2026-08-29,7.38,0.962,0.21953340446774194,False
11059,300042,朗科科技,0.4744,966250486.5,101.7597377368,-1.2426,95079679.04,632.43,-83.896,5.646713083583,8.69,0.054707303543,19.9921031626,计算机设备,2026-08-08,9.66,0.951,0.1153189366420742,False
10944,301697,贝特利,0.48,2921070446.6,116.8945608402,-11.7185,94997821.58,105.44,-47.6891,4.765738054112,10.67,-1.237100998122,7.1542873916,光伏设备,2026-08-11,29.21,0.95,-2.5772937460875003,False
11061,002741,光华科技,0.2028,2247642620.09,75.3218396688,31.7972,94284977.92,67.56,29.1525,4.266824524505,4.75,-0.518548115423,13.6754060762,电子化学品Ⅱ,2026-08-08,22.48,0.943,-2.556943369935897,False
6359,688712,北芯生命,0.23,386614054.22,49.3516621551,8.5903,92969970.48,88.01,3.3869,4.369121251103,5.76,0.402572020216,71.5373248776,医疗器械,2026-08-25,3.87,0.93,1.750313131373913,False
11134,300283,温州宏丰,0.19,2986232002.24,92.1988266684,8.9058,92346186.36,2521.9,-35.9612,2.414355196735,7.95,-0.145300611442,12.0056541237,电网设备,2026-08-07,29.86,0.923,-0.7647400602210526,True
1622,601700,风范股份,0.0799,1877179228.68,43.1992400551,20.2798,91118432.87,922.93,120.8108,1.940258038161,4.19,-0.067378011575,15.2581811232,电网设备,2026-08-28,18.77,0.911,-0.8432792437421777,False
11366,300671,富满微,0.41,677704332.42,77.0423367042,51.9423,90640014.56,353.41,241.699,7.567866919368,5.46,-0.473924708765,26.1260508071,半导体,2026-07-30,6.78,0.906,-1.1559139238170733,False
11378,301071,力量钻石,0.354,437713020.3,80.9413890974,37.8563,90081556.09,247.61,50.3966,20.921052329816,1.69,0.812806310386,34.4447647883,非金属材料Ⅱ,2026-07-29,4.38,0.901,2.296063023689266,False
1957,300337,银邦股份,0.1077,4270024623.69,49.0979390991,25.1433,88538046.95,95.08,-38.0249,2.194599668673,4.9,-0.583028124589,9.4350789444,工业金属,2026-08-28,42.7,0.885,-5.413445910761374,False
9482,002824,和胜股份,0.28,2380778710.32,44.6399754766,34.6957,88271694.83,102.82,158.971,7.544205377809,3.7,1.223553350501,13.7096214438,工业金属,2026-08-20,23.81,0.883,4.369833394646427,False
1921,300590,移为通信,0.19,603684218.08,67.7036603151,-6.7987,88233871.47,184.44,-30.0905,4.090919619037,4.7,-0.090756514384,40.2140988847,通信设备,2026-08-28,6.04,0.882,-0.4776658651789473,False
6377,688368,晶丰明源,0.51,1452269396.8,98.5363748903,38.6351,86547074.71,449.09,35.4424,24.669573035819,3.05,0.287095964646,37.203395023,半导体,2026-08-25,14.52,0.865,0.5629332640117647,False
10866,301128,强瑞技术,0.5946,1374127982.76,63.6832837525,66.3354,86110015.28,56.83,386.0657,6.627265580611,9.04,-0.874088260973,29.3759111774,专用设备,2026-08-12,13.74,0.861,-1.4700441657803565,False
6708,301190,善水科技,0.4147,477183801.71,56.3522880028,31.5222,85159773.14,78.25,24.3416,9.305884618832,4.29,0.179414386509,34.4361208618,化学原料,2026-08-25,4.77,0.852,0.43263657224258495,False
10344,688699,明微电子,0.8,483759700.31,69.2571939285,24.677,84982798.36,340.36,158.8616,11.65381467454,6.89,0.433252687966,32.9679769207,半导体,2026-08-15,4.84,0.85,0.5415658599575,False
668,301510,固高科技,0.21,390734619.34,59.7708874941,51.1282,83737585.69,170.98,179.5494,3.75608820892,5.67,-0.002060238544,50.6623616854,自动化设备,2026-08-29,3.91,0.837,-0.009810659733333333,False
