序号,code,name,eps,revenue,rev_yoy,营业总收入-季度环比增长,profit,profit_yoy,净利润-季度环比增长,bps,roe,ocf_ps,gross_margin,industry,ann_date,rev_yi,profit_yi,cash_ratio,小基数
10940,600203,福日电子,0.1406,7923002533.1,48.5736249284,0.3194,83349726.55,277.41,-20.4426,2.899659493646,5.05,-0.767235321417,5.8034501237,消费电子,2026-08-11,79.23,0.833,-5.456865728428165,False
10931,688309,恒誉科技,1.02,311138967.77,149.6024916276,-19.4745,81075575.29,865.58,-9.3066,10.573933821763,9.96,0.046618033019,51.4235632511,环保设备Ⅱ,2026-08-11,3.11,0.811,0.04570395394019608,False
2785,688222,成都先导,0.2,345979084.89,52.4055840077,15.5148,80675253.74,61.21,-5.6027,3.807874906409,5.24,0.302102382849,54.7219557651,医疗服务,2026-08-27,3.46,0.807,1.5105119142449999,False
7636,688063,派能科技,0.33,2644233928.42,130.0650742084,71.9822,79286184.72,469.92,155.7283,37.94983832034,0.86,-1.169680111549,20.1190405884,电池,2026-08-22,26.44,0.793,-3.544485186512121,False
5323,300179,四方达,0.161,374530737.76,43.763023337,3.5114,78179715.07,46.9,-17.8856,2.391084944816,6.17,0.130717096541,47.6258872174,通用设备,2026-08-26,3.75,0.782,0.811907431931677,False
9532,000711,京蓝科技,0.0253,444550830.15,98.0652175543,124.0081,74201518.71,213.11,597.8298,0.247198503244,11.6,-0.049002340569,18.4913055144,环境治理,2026-08-20,4.45,0.742,-1.936851405889328,False
9767,300480,光力科技,0.21,452702150.54,57.2278726213,19.0428,74168955.79,194.56,35.2369,4.844428426979,4.14,-0.069805569865,50.3928573783,专用设备,2026-08-19,4.53,0.742,-0.33240747554761907,False
6717,301086,鸿富瀚,0.58,588882970.89,65.689935667,8.759,73103568.07,221.59,-11.7356,15.675096573053,3.69,-5.658999976244,35.9915523062,消费电子,2026-08-25,5.89,0.731,-9.756896510765518,False
421,605289,罗曼股份,0.47,943046270.46,118.1100635468,45.0305,71974705.53,444.1,-45.3133,8.964233319005,5.34,3.175053473254,23.8719683945,专业工程,2026-08-29,9.43,0.72,6.755432921817022,False
6692,301349,信德新材,0.4976,832531130.97,63.2711143213,30.7562,70425303.17,617.62,24.9173,19.496155413026,2.55,-0.367093963037,16.0232709202,电池,2026-08-25,8.33,0.704,-0.7377290253959004,False
360,688530,欧莱新材,0.43,507586075.19,133.4343375652,-15.9662,69433821.01,1097.7825601388,-29.3374,5.472519444115,8.25,0.336763651725,25.5185137992,半导体,2026-08-29,5.08,0.694,0.7831712830813954,True
9701,688610,埃科光电,1.02,377620179.42,82.3315306969,57.6843,69160497.57,91.92,98.0438,24.136814372647,4.38,-0.429152433971,43.0095025376,通用设备,2026-08-19,3.78,0.692,-0.4207376803637255,False
1445,688678,福立旺,0.21,1164393266.71,65.1484308524,15.5055,68480140.6,486.0726951574,-49.5678,5.793908345676,3.11,0.532192130833,25.6842889855,消费电子,2026-08-28,11.64,0.685,2.5342482420619046,False
1518,688052,纳芯微,0.42,2540419186.83,66.7308466825,22.577,67591800.42,186.6450606843,389.1392,47.610679288021,0.88,-4.368879788437,32.0897181448,半导体,2026-08-28,25.4,0.676,-10.40209473437381,False
2163,000886,海南高速,0.0663,508808716.52,49.0760348402,150.59,65600716.71,306.72,479.2229,3.289895197872,2.02,0.029259197608,15.1507451459,铁路公路,2026-08-28,5.09,0.656,0.4413151977073907,False
3151,301281,科源制药,0.5974,331466454.4,45.4655159403,5.4932,64692066.26,51.56,15.1137,13.200942018931,4.65,0.39022229264,55.7066132632,化学制药,2026-08-27,3.31,0.647,0.6532010255105457,False
11252,301366,一博科技,0.3063,708792806.39,41.6284239216,32.962,63829325.44,1561.55,350.2962,10.523823487475,2.92,0.251799191969,31.4357180859,元件,2026-08-03,7.09,0.638,0.8220672281064316,True
6902,002685,华东重机,0.0616,757030027.4,108.0422845338,-62.8342,62069712.02,137.31,-85.3439,1.644580021112,3.82,-0.01527474754,22.8892273157,工程机械,2026-08-25,7.57,0.621,-0.24796668084415582,False
354,688603,天承科技,0.49,306382397.09,43.7403461083,11.9048,61609005.9,67.72,5.7843,9.958214298497,5.03,0.075358954186,36.9801109026,电子化学品Ⅱ,2026-08-29,3.06,0.616,0.15379378405306124,False
10961,000762,西藏矿业,0.115,541006973.09,304.5774682034,75.6352,60066329.11,492.46,116.3787,5.739126772333,2.03,0.470119595947,43.6607273546,能源金属,2026-08-11,5.41,0.601,4.087996486495652,False
10126,603196,璞源材料,0.1424,772194130.21,104.253587922,3.9704,59161339.3,54.52,49.9162,4.84653375561,3.0,0.238671502804,48.7243084388,服装家纺,2026-08-18,7.72,0.592,1.6760639241853934,False
10936,600768,富邦新材,0.44,1024855628.83,91.0354873547,52.6152,58512369.2,504.48,9.0796,3.600204824849,12.75,-1.992232178019,17.7157126002,工业金属,2026-08-11,10.25,0.585,-4.527800404588636,False
369,688455,科捷智能,0.34,733148715.89,49.0583401367,74.1777,56501756.04,251.5721900133,328.7531,6.181468381551,5.59,-0.71528192824,12.7097725251,自动化设备,2026-08-29,7.33,0.565,-2.1037703771764704,False
9470,300153,科泰电源,0.1737,1498393653.78,110.8054218234,43.1409,55583901.11,131.66,73.2446,2.958823004094,5.86,0.147826024219,13.7101804323,其他电源设备Ⅱ,2026-08-20,14.98,0.556,0.8510421659124929,False
145,688456,有研粉材,0.53,2620505234.94,46.3870539782,7.1343,55352043.68,54.79,-17.2694,12.381059007235,4.3,-1.768407279761,7.2382593128,金属新材料,2026-08-31,26.21,0.554,-3.336617508983019,False
9704,688297,中无人机,0.08,1634010604.95,272.4767912404,84.53,54925640.39,72.87,125.688,8.219440927956,0.97,0.811230185156,10.7444593247,航空装备Ⅱ,2026-08-19,16.34,0.549,10.14037731445,False
1009,002077,大港股份,0.09,233170414.67,45.5538639891,22.3986,54543925.42,71.74,-57.9695,5.859246687843,1.62,0.099169067277,18.8036101802,半导体,2026-08-29,2.33,0.545,1.1018785253,False
8637,301210,金杨精密,0.33,1176728536.78,59.5724299589,17.3499,53494150.31,177.7,10.0448,11.779751871896,2.78,-0.030274361753,14.0186653237,电池,2026-08-21,11.77,0.535,-0.09174049016060605,False
11065,002200,交投生态,0.1209,288487921.03,209.1562160739,10.5239,53197112.21,187.62,170.6129,2.969218370505,4.05,-0.08566381761,19.5590432863,基础建设,2026-08-08,2.88,0.532,-0.7085510141439206,False
139,688559,海目星,0.21,3073242310.03,84.6423856681,33.3714,51914998.3,107.3283714825,5.9295,9.993535726147,2.14,7.581268866335,23.1013397275,自动化设备,2026-08-31,30.73,0.519,36.101280315880956,False
6391,688202,美迪西,0.39,761474155.85,40.9074656653,8.8265,51602435.5,500.0698589793,130.4596,14.906554628394,2.63,1.003298163951,31.5971129646,医疗服务,2026-08-25,7.61,0.516,2.5725593947461536,False
7849,300005,探路者,0.0607,929480283.76,42.3379638098,-12.4695,51253054.27,155.06,-109.1993,2.429819798239,2.54,-0.048994919845,45.2536574427,服装家纺,2026-08-22,9.29,0.513,-0.8071650715815486,False
5240,300890,翔丰华,0.4271,1095471847.19,59.3201900236,4.1583,50910129.4,1828.15,17.223,18.146115462434,2.23,0.4750416461,18.6925604072,电池,2026-08-26,10.95,0.509,1.1122492299227347,True
8538,603068,博通集成,0.33,638636909.5,70.208448928,5.65,50501645.85,162.6,111.099,11.783601154718,2.9,-0.204378504571,29.535261914,半导体,2026-08-21,6.39,0.505,-0.619328801730303,False
10240,002115,三维通信,0.0626,12072533881.65,173.7581051798,50.4574,50393505.16,1825.74,33.2058,2.575281434538,2.44,-0.023552336813,3.0473507306,通信服务,2026-08-18,120.73,0.504,-0.3762354123482428,True
9700,688627,精智达,0.52,803714323.87,81.1679117713,41.4418,48909868.62,59.9,136.1356,18.989424385822,2.8,-3.71576266374,43.3773684636,通用设备,2026-08-19,8.04,0.489,-7.145697430269231,False
10871,300107,建新股份,0.0851,360266544.82,51.4233572136,36.9838,47870064.02,790.27,528.1059,2.699755736565,3.2,0.045084544259,23.9691416096,化学制品,2026-08-12,3.6,0.479,0.5297831287779083,False
5481,001313,粤海饲料,0.07,3779289438.95,41.6563671211,46.8377,47786943.63,1240.46,224.4682,3.728885205486,1.86,-0.688930936857,10.9946083589,饲料,2026-08-26,37.79,0.478,-9.84187052652857,True
11127,600770,综艺股份,0.0363,330774380.98,55.1841570789,51.8165,47137370.4,136.92,111.9181,2.6176544139,1.38,0.029608166892,23.4184703696,综合Ⅱ,2026-08-07,3.31,0.471,0.8156519804958677,False
1453,688577,浙海德曼,0.3,528393891.59,45.8896455055,52.3686,46717213.76,479.25,82.019,6.561928866135,4.5,0.420738906624,28.2904736351,通用设备,2026-08-28,5.28,0.467,1.40246302208,False
10932,688148,芳源股份,0.09,1465586673.53,62.8729301676,20.245,45112035.28,130.3102534809,-126.5842,0.723568854782,8.85,0.073878919924,11.1420580747,电池,2026-08-11,14.66,0.451,0.8208768880444445,False
503,603007,顺景科技,0.05,377300988.64,2411.7201704644,54.1761,44555588.51,222.89,932.1809,0.326999192888,15.89,-0.016169196058,17.0112712085,汽车零部件,2026-08-29,3.77,0.446,-0.32338392116,False
3394,002134,天津普林,0.18,943880095.38,43.4659224935,22.724,44361546.39,560.06,182.7103,2.286499371901,8.55,0.193539516589,19.2678433267,元件,2026-08-27,9.44,0.444,1.0752195366055557,False
6751,300885,海昌新材,0.1771,274134478.8,98.6222845286,-23.8114,43952468.58,42.97,-17.5245,3.684090600632,4.81,0.155537405088,36.5453169549,通用设备,2026-08-25,2.74,0.44,0.878246217323546,False
6473,603255,鼎际得,0.32,703715848.61,60.5051885959,30.4387,43578097.31,931.1,189.8433,11.987104439906,2.73,2.209367019728,19.1715211341,化学制品,2026-08-25,7.04,0.436,6.90427193665,False
2087,002365,永安药业,0.1501,563704504.5,53.4402952217,38.9618,43408294.2,247.39,361.0696,6.794959821469,2.16,0.108898543008,25.3240624849,化学制药,2026-08-28,5.64,0.434,0.7255066156429048,False
1027,001266,宏英智能,0.41,707235621.06,114.469109304,-69.9358,42664506.71,178.29,-82.5032,9.295789329939,4.42,-1.607636860082,20.1400400812,自动化设备,2026-08-29,7.07,0.427,-3.921065512395122,False
5232,300964,本川智能,0.3119,611360109.48,60.9961811509,59.7319,42702347.0,98.99,157.622,9.86568790382,4.17,0.034985940757,22.8204258336,元件,2026-08-26,6.11,0.427,0.11217037754729078,False
1511,688090,瑞松科技,0.26,625415683.54,71.6662734033,109.5244,41844076.69,3349.4580375361,3.2976,5.906715746534,4.53,0.663478423499,22.9679749086,自动化设备,2026-08-28,6.25,0.418,2.551840090380769,True
1447,688620,安凯微,0.1,435794448.24,85.9928782339,90.9197,40266706.85,181.7586068118,405.1278,3.348720180536,3.08,0.059174557041,39.6358805941,半导体,2026-08-28,4.36,0.403,0.59174557041,False
359,688535,华海诚科,0.28,468775529.66,161.7746537808,10.4424,39684495.16,188.1,93.3693,15.583082183759,1.81,0.077716311433,30.3380026754,半导体,2026-08-29,4.69,0.397,0.2775582551178571,False
7686,603002,宏昌电子,0.03,2186071092.95,64.8305374072,20.9569,39391548.37,141.15,8207.4475,3.066438396577,1.13,0.047406999466,9.3783747203,电子化学品Ⅱ,2026-08-22,21.86,0.394,1.5802333155333335,False
11132,301091,深城交,0.07,621408705.13,49.6527009581,173.9509,38544455.63,510.08,272.9173,4.597000227147,1.6,-0.290579967133,33.1636144487,工程咨询服务Ⅱ,2026-08-07,6.21,0.385,-4.151142387614286,False
10363,688045,必易微,0.54,451977509.07,59.9452914523,20.8087,37598349.72,526.5474738158,75.8503,20.666843639646,2.63,0.176419014985,33.1758348393,半导体,2026-08-15,4.52,0.376,0.3267018796018519,False
1602,603135,中重科技,0.06,339299037.86,51.8371960698,134.445,37449831.34,90.82,2.4035,4.698527960476,1.22,0.17464904715,19.1940791789,专用设备,2026-08-28,3.39,0.374,2.9108174525,False
631,600191,华资实业,0.0746,349188464.17,58.0002171197,8.6425,36160753.52,722.6,-23.6555,3.536882233942,2.12,0.063511761835,4.608410283,农产品加工,2026-08-29,3.49,0.362,0.8513640996648794,False
1842,301191,菲菱科思,0.36,1010419143.29,40.0218601437,10.7587,34803598.49,59.04,-18.5006,17.619031837182,2.09,-1.02823102657,10.5434894714,通信设备,2026-08-28,10.1,0.348,-2.856197296027778,False
9406,600118,中国卫星,0.03,1885317136.19,42.7240432654,109.5047,34565755.4,213.3620952489,280.9688,5.416211397858,0.54,-0.237377390119,18.752860868,航天装备Ⅱ,2026-08-20,18.85,0.346,-7.912579670633334,False
898,003032,传智教育,0.09,260276829.1,59.6629196377,50.1359,34418058.43,577.83,2160.7255,2.985717658452,2.9,0.220252480957,59.1003465779,教育,2026-08-29,2.6,0.344,2.4472497884111113,False
9461,300540,蜀道装备,0.1512,299925556.92,46.3331918464,99.9986,34017702.89,235.11,76.8505,5.076238100638,2.97,-0.179700917867,31.0885312634,专用设备,2026-08-20,3.0,0.34,-1.1884981340410052,False
795,300587,天铁科技,0.02,1007347357.95,50.9196508076,83.5087,32229633.01,147.17,-22.095,1.752676424203,1.44,0.211679205551,31.1737351939,橡胶,2026-08-29,10.07,0.322,10.58396027755,False
1485,688307,中润光学,0.26,404185382.49,61.8494531292,14.7443,31820026.08,54.73,13.5629,7.349965404366,3.46,0.24830236427,32.1082570727,光学光电子,2026-08-28,4.04,0.318,0.9550090933461538,False
7787,300721,怡达股份,0.1868,1135156281.98,64.430230528,7.193,30789754.93,148.89,514.4457,6.756322845185,2.8,0.342166528511,10.6835293691,化学制品,2026-08-22,11.35,0.308,1.8317265980246253,False
164,688048,长光华芯,0.1721,391023878.55,82.6664389648,100.9526,30337848.85,238.04,477.2394,17.248734693714,1.0,-0.891184230074,25.0984406154,半导体,2026-08-31,3.91,0.303,-5.178293027739686,False
9539,000520,凤凰航运,0.0295,672590221.07,95.6994130971,76.121,29889930.35,2329.69,705.2158,0.441815063255,6.91,0.029377052696,6.9550446386,航运港口,2026-08-20,6.73,0.299,0.9958322947796611,True
671,301487,盟固利,0.0651,1570512517.35,54.2884174418,-5.0831,29918448.69,686.93,-49.393,4.185671719426,1.56,0.005021454063,9.9648159891,电池,2026-08-29,15.71,0.299,0.07713447101382488,False
2200,000036,华联控股,0.0197,341925917.34,60.1483276665,-54.4714,27701514.82,1260.83,-93.6125,3.664780794572,0.54,0.11016383235,61.6403414078,房地产开发,2026-08-28,3.42,0.277,5.592072708121828,True
6388,688215,瑞晟智能,0.29,279112124.11,50.8355158101,38.0236,26524209.16,609.31,98.0691,5.528208779067,5.33,-0.054976722682,27.0464422714,自动化设备,2026-08-25,2.79,0.265,-0.1895749058,False
1977,300159,新研股份,0.008,201113070.18,52.2517478072,147.3604,26235256.49,115.58,-148.3781,0.843692352142,0.96,-0.053900446915,10.5442948243,专用设备,2026-08-28,2.01,0.262,-6.7375558643749995,False
3139,301369,联动科技,0.23,223494573.05,43.4545817084,38.2427,23399979.91,93.2,485.3364,15.191627447215,1.52,-0.228927340999,57.1900048693,半导体,2026-08-27,2.23,0.234,-0.9953362652130434,False
200,603316,诚邦股份,0.08,341625228.86,65.1564335356,-24.3376,22399553.73,314.61,-104.6528,2.08713367481,4.15,-0.12683182715,9.2210869891,半导体,2026-08-31,3.42,0.224,-1.585397839375,False
2789,688180,君实生物,0.02,1696210935.65,45.1758162326,33.5453,21663031.17,105.249154886,305.3443,5.789223654004,0.36,-0.066779874631,83.1816779114,生物制品,2026-08-27,16.96,0.217,-3.33899373155,False
5199,301176,逸豪新材,0.1299,1264444524.23,69.077635104,16.5397,21501957.89,242.19,28.9666,8.868431065421,1.44,-1.70100002486,6.614936963,元件,2026-08-26,12.64,0.215,-13.09468841308699,False
10370,603669,灵康药业,0.03,257457947.37,50.0271209486,97.5158,21112693.34,159.08,514.2547,0.815527509666,3.35,-0.019936508955,41.3130295478,化学制药,2026-08-15,2.57,0.211,-0.6645502985,False
6390,688203,海正生材,0.1,606327069.81,48.5336515053,26.6124,20922037.17,557.61,1800.353,7.375259764614,1.41,0.130230906829,13.1304460157,塑料,2026-08-25,6.06,0.209,1.3023090682899998,False
