序号,code,name,eps,revenue,rev_yoy,营业总收入-季度环比增长,profit,profit_yoy,净利润-季度环比增长,bps,roe,ocf_ps,gross_margin,industry,ann_date,rev_yi,profit_yi,cash_ratio,小基数,信号分,命中词,文件数,kf_pct,kf_yi,np_yi,period_used,扣非占比,判定
2747,688630,芯碁微装,2.14,1105502942.02,68.951037133,14.7768,281409728.1,98.13,59.6207,36.321910399164,11.62,2.01636539878,43.0430986217,专用设备,2026-08-27,11.06,2.814,0.9422268218598132,False,17,供不应求、订单饱满、量价齐升、需求旺盛,2,104.05,2.77,2.81,2026-06-30,0.986,✅真主营增长
5201,301149,隆华新材,0.31,3970761451.89,40.1859087284,-0.3521,134930215.39,77.3,89.0354,5.121042759677,6.33,-0.663197122331,6.1185921339,化学制品,2026-08-26,39.71,1.349,-2.1393455559064516,False,27,产品涨价、产能利用率、产能爬坡、供给偏紧、在手订单、满产、量价齐升,5,96.63,1.32,1.35,2026-06-30,0.978,✅真主营增长
7802,300548,长芯博创,1.1,1688445780.87,40.7201541506,51.7793,321433658.94,91.08,47.1287,7.089991972538,15.32,1.053386341775,48.8772595004,通信设备,2026-08-22,16.88,3.214,0.9576239470681818,False,4,需求旺盛,1,94.49,3.15,3.21,2026-06-30,0.981,✅真主营增长
7847,300033,同花顺,1.27,2645653616.14,48.6819017812,51.1312,952305441.14,89.76,172.0838,10.19382504629,10.54,2.948804585805,88.9710269795,软件开发,2026-08-22,26.46,9.523,2.321893374649606,False,4,满产,1,92.89,9.34,9.52,2026-06-30,0.981,✅真主营增长
6744,300919,中伟新材,1.23,33584326322.62,57.5061651121,13.2335,1302895789.76,77.8,34.6259,22.48688703211,5.44,1.527611184937,13.3199195157,电池,2026-08-25,335.84,13.029,1.2419603129569106,False,8,产能爬坡、高景气,2,92.07,12.55,13.03,2026-06-30,0.963,✅真主营增长
505,601995,中金公司,1.62,19302467972.0,50.4712970942,18.7189,8199268268.0,89.35,29.1934,21.598177619083,7.6,13.184060553912,,证券Ⅱ,2026-08-29,193.02,81.993,8.138308983896296,False,7,供给偏紧、超预期,2,89.36,80.35,81.99,2026-06-30,0.98,✅真主营增长
8636,301219,腾远钴业,2.3,6088654714.67,72.3639847635,37.9702,881004221.95,87.82,-34.0966,25.920379426949,8.99,-0.534202855311,25.818614191,能源金属,2026-08-21,60.89,8.81,-0.2322621110047826,False,16,价格中枢、供给偏紧、供需偏紧、量价齐升,3,87.04,8.5,8.81,2026-06-30,0.965,✅真主营增长
2198,000062,深圳华强,0.3743,17748016237.79,60.6522807075,30.4598,391438713.35,66.13,-5.1464,6.596715046689,5.73,-0.763318964232,7.712505549,其他电子Ⅱ,2026-08-28,177.48,3.914,-2.0393239760406088,False,9,产品涨价、高景气,1,85.24,4.0,3.91,2026-06-30,1.023,✅真主营增长
5337,300073,当升科技,0.9561,10475289755.0,136.3292746706,31.4664,520413034.19,67.25,-12.015,27.652177208315,3.49,0.157920189952,13.2503203643,电池,2026-08-26,104.75,5.204,0.1651712058905972,False,8,价格中枢、供需偏紧,2,84.36,4.63,5.2,2026-06-30,0.89,✅真主营增长
5323,300179,四方达,0.161,374530737.76,43.763023337,3.5114,78179715.07,46.9,-17.8856,2.391084944816,6.17,0.130717096541,47.6258872174,通用设备,2026-08-26,3.75,0.782,0.811907431931677,False,3,超预期,1,84.29,0.69958,0.7817970000000001,2026-06-30,0.895,✅真主营增长
10349,688531,日联科技,0.78,715401975.65,55.3899509991,41.7384,128022734.82,54.63,89.9512,20.711676797965,3.72,0.21430608677,44.984212611,专用设备,2026-08-15,7.15,1.28,0.2747513932948717,False,17,在手订单、订单饱满、需求旺盛、高景气,3,83.9,1.1,1.28,2026-06-30,0.859,✅真主营增长
3433,001232,嘉立创,2.06,7172851108.95,54.1252523113,36.806,1030348906.94,73.54,73.6716,16.4707325298,13.37,2.53020248774,28.4073364889,元件,2026-08-27,71.73,10.303,1.2282536348252426,False,5,高景气,1,82.49,9.92,10.3,2026-06-30,0.963,✅真主营增长
354,688603,天承科技,0.49,306382397.09,43.7403461083,11.9048,61609005.9,67.72,5.7843,9.958214298497,5.03,0.075358954186,36.9801109026,电子化学品Ⅱ,2026-08-29,3.06,0.616,0.1537937840530612,False,16,产品涨价、产能利用率、提价、高景气,1,81.7,0.576712,0.6160899999999999,2026-06-30,0.936,✅真主营增长
10944,301697,贝特利,0.48,2921070446.6,116.8945608402,-11.7185,94997821.58,105.44,-47.6891,4.765738054112,10.67,-1.237100998122,7.1542873916,光伏设备,2026-08-11,29.21,0.95,-2.5772937460875003,False,17,供不应求、提价、订单饱满、高景气,2,80.55,0.8318469999999999,0.9499780000000001,2026-06-30,0.876,✅真主营增长
9350,603993,洛阳钼业,0.76,135319885598.22,42.7839090612,3.7852,16152187485.37,86.27,8.1453,4.191346387888,18.29,0.763459564765,23.0090744347,工业金属,2026-08-20,1353.2,161.522,1.0045520589013155,False,8,供给偏紧、供需偏紧,1,78.89,156.06,161.52,2026-06-30,0.966,✅真主营增长
8643,301026,浩通科技,0.6588,2749463267.29,104.1461053976,-46.3712,145819034.66,73.41,27.3342,7.812234286032,8.52,1.718259026737,5.4975624682,小金属,2026-08-21,27.49,1.458,2.6081648857574375,False,3,超预期,1,77.42,1.25,1.46,2026-06-30,0.856,✅真主营增长
3313,002916,深南电路,3.32,15296361440.43,46.3282888807,31.9181,2251458836.99,65.55,64.8056,26.469542556032,12.43,2.204829037689,31.0149106719,元件,2026-08-27,152.96,22.515,0.6641051318340362,False,12,产能爬坡、供不应求、订单饱满,3,76.94,22.39,22.51,2026-06-30,0.995,✅真主营增长
