序号,code,name,eps,revenue,rev_yoy,营业总收入-季度环比增长,profit,profit_yoy,净利润-季度环比增长,bps,roe,ocf_ps,gross_margin,industry,ann_date,rev_yi,profit_yi,cash_ratio,小基数,信号分,命中词,文件数,kf_pct,kf_yi,np_yi,period_used,扣非占比,判定
4955,603026,石大胜华,1.93,4784572855.77,58.9101314344,14.5084,449726109.25,898.2674509701,-40.3003,23.237737302382,8.74,-5.308637822438,19.591803035,电池,2026-08-26,47.85,4.497,-2.7505895453046634,False,12,产品涨价、供给偏紧、供需偏紧,1,893.91,4.54,4.5,2026-06-30,1.009,✅真主营增长
2827,603991,领先股份,1.18,1999798149.33,1819.6292068841,23.2418,180165397.7,895.5013124906,153.5181,23.725240418111,5.02,0.451442225449,20.1671221796,半导体,2026-08-27,20.0,1.802,0.3825781571601695,False,7,在手订单、超预期,1,875.3,1.82,1.8,2026-06-30,1.011,✅真主营增长
9452,301358,湖南裕能,3.62,34877330172.01,142.915947481,33.0524,2909817706.47,853.51,14.5792,24.034836368716,17.39,-2.079666752094,14.8604117606,电池,2026-08-20,348.77,29.098,-0.5744935779265193,False,9,供不应求、需求旺盛,2,854.2,29.58,29.1,2026-06-30,1.016,✅真主营增长
1453,688577,浙海德曼,0.3,528393891.59,45.8896455055,52.3686,46717213.76,479.25,82.019,6.561928866135,4.5,0.420738906624,28.2904736351,通用设备,2026-08-28,5.28,0.467,1.40246302208,False,14,产能爬坡、在手订单、超预期、需求旺盛,4,832.36,0.403555,0.46717200000000003,2026-06-30,0.864,✅真主营增长
8806,000042,中洲控股,1.4872,4501009816.3,168.3505063497,1076.9993,988704532.47,421.76,1692.9021,4.995674922772,34.97,0.59761730813,67.9295321458,房地产开发,2026-08-21,45.01,9.887,0.4018405783552985,False,8,供给偏紧、供需偏紧,1,822.59,10.56,9.89,2026-06-30,1.068,✅真主营增长
11134,300283,温州宏丰,0.19,2986232002.24,92.1988266684,8.9058,92346186.36,2521.9,-35.9612,2.414355196735,7.95,-0.145300611442,12.0056541237,电网设备,2026-08-07,29.86,0.923,-0.7647400602210526,True,4,供给偏紧,1,782.25,0.889639,0.9234620000000001,2026-06-30,0.963,✅真主营增长
6390,688203,海正生材,0.1,606327069.81,48.5336515053,26.6124,20922037.17,557.61,1800.353,7.375259764614,1.41,0.130230906829,13.1304460157,塑料,2026-08-25,6.06,0.209,1.3023090682899998,False,3,产能爬坡,1,771.86,0.204548,0.20922,2026-06-30,0.978,✅真主营增长
360,688530,欧莱新材,0.43,507586075.19,133.4343375652,-15.9662,69433821.01,1097.7825601388,-29.3374,5.472519444115,8.25,0.336763651725,25.5185137992,半导体,2026-08-29,5.08,0.694,0.7831712830813954,True,12,提价、量价齐升、高景气,3,741.61,0.700825,0.694338,2026-06-30,1.009,✅真主营增长
10870,300497,富祥股份,0.33,888252249.7,72.5853930926,48.2807,176943420.63,2660.26,89.1445,4.388601372801,7.78,0.128999092106,39.199639762,化学制药,2026-08-12,8.88,1.769,0.3909063397151515,True,13,量价齐升、需求旺盛、高景气,2,644.83,1.75,1.77,2026-06-30,0.989,✅真主营增长
3124,301536,星宸科技,2.05,2657812730.55,89.4320468794,67.4427,862919114.88,619.5,191.854,9.203976446054,25.35,0.878385572779,55.3621598071,半导体,2026-08-27,26.58,8.629,0.4284807672092683,False,5,高景气,1,644.14,7.12,8.63,2026-06-30,0.825,✅真主营增长
853,300223,君正股份,2.4808,3957263444.21,75.9477862057,53.7086,1197563640.28,489.59,175.4361,28.121508960531,9.18,1.982684046931,51.7494396317,半导体,2026-08-29,39.57,11.976,0.7992115635806999,False,8,产品涨价、需求旺盛,1,624.75,11.66,11.98,2026-06-30,0.973,✅真主营增长
9324,688536,思瑞浦,2.25,1605824436.86,69.1856086309,28.6508,307757831.93,368.52,91.9889,47.95350082947,4.81,2.572696150337,49.0039019153,半导体,2026-08-20,16.06,3.078,1.1434205112608888,False,4,在手订单,1,617.36,2.7,3.08,2026-06-30,0.877,✅真主营增长
7634,688110,东芯股份,1.5,1496960025.64,336.4421035888,112.3067,659258684.09,694.0953379562,276.7408,9.395847712389,17.36,1.294119313005,67.6610727409,半导体,2026-08-22,14.97,6.593,0.86274620867,False,32,供不应求、供给偏紧、供需偏紧、提价、超预期、量价齐升、需求旺盛、高景气,5,602.2,6.36,6.59,2026-06-30,0.965,✅真主营增长
11059,300042,朗科科技,0.4744,966250486.5,101.7597377368,-1.2426,95079679.04,632.43,-83.896,5.646713083583,8.69,0.054707303543,19.9921031626,计算机设备,2026-08-08,9.66,0.951,0.1153189366420742,False,9,产品涨价、供不应求,1,595.42,0.969191,0.9507969999999999,2026-06-30,1.019,✅真主营增长
1435,688796,百奥赛图,0.54,941388593.84,51.6013388674,17.3826,241094391.65,402.29,31.7447,5.418756102047,10.49,0.585278608034,79.2966453083,医疗服务,2026-08-28,9.41,2.411,1.083849274137037,False,5,高景气,1,591.53,1.97,2.41,2026-06-30,0.817,✅真主营增长
6941,002378,章源钨业,0.57,5847130133.16,143.711059147,22.2754,687622931.05,497.38,-19.6696,2.400643061977,25.61,-0.170409757834,25.1734560831,小金属,2026-08-25,58.47,6.876,-0.2989644874280702,False,12,供给偏紧、供需偏紧、量价齐升,2,538.02,6.82,6.88,2026-06-30,0.991,✅真主营增长
3001,600540,新赛股份,0.2152,2570847158.51,77.1503537672,-20.656,125109148.69,1819.68,99.172,0.805156732957,30.8496,4.163063096859,8.6905465446,种植业,2026-08-27,25.71,1.251,19.34508874005111,True,12,价格中枢、供给偏紧、供需偏紧,1,531.33,1.47,1.25,2026-06-30,1.176,✅真主营增长
6714,301099,雅创电子,1.33,6225657278.1,118.678857604,80.8446,243168737.56,495.76,155.389,10.757525953311,16.3,-7.922226037844,12.2969868478,其他电子Ⅱ,2026-08-25,62.26,2.432,-5.956560930709775,False,8,供给偏紧、供需偏紧,1,524.54,2.33,2.43,2026-06-30,0.959,✅真主营增长
968,002460,赣锋锂业,2.04,23096945425.05,175.7483215518,51.1586,4257164842.1,901.36,31.7108,22.987955183115,9.09,0.63349527922,31.5088634155,能源金属,2026-08-29,230.97,42.572,0.3105369015784314,False,20,产能爬坡、供不应求、供给偏紧、供需偏紧、需求旺盛,2,521.56,38.48,42.57,2026-06-30,0.904,✅真主营增长
4827,688257,新锐股份,1.6073,2057232334.56,80.3947563439,-15.9439,565140212.86,460.51,-19.0413,8.078589651845,21.51,0.24312898221,49.1420313319,通用设备,2026-08-26,20.57,5.651,0.1512654651962919,False,17,产品涨价、量价齐升、需求旺盛、高景气,2,520.47,5.83,5.65,2026-06-30,1.032,✅真主营增长
6377,688368,晶丰明源,0.51,1452269396.8,98.5363748903,38.6351,86547074.71,449.09,35.4424,24.669573035819,3.05,0.287095964646,37.203395023,半导体,2026-08-25,14.52,0.865,0.5629332640117647,False,8,产品涨价、量价齐升,1,516.47,0.774523,0.8654709999999999,2026-06-30,0.895,✅真主营增长
11433,603162,海通发展,0.39,3470556268.14,92.7753444935,58.352,523456757.05,502.6,48.7955,3.542972098194,11.16,0.52480182726,19.6142461216,航运港口,2026-07-21,34.71,5.235,1.3456457109230768,False,8,价格中枢、需求旺盛,2,507.25,5.21,5.23,2026-06-30,0.996,✅真主营增长
729,300975,商络电子,0.7364,8721853884.43,121.5592594075,29.9203,503267644.83,493.25,-3.8909,4.125416765625,19.03,-2.122176035801,15.2079228121,元件,2026-08-29,87.22,5.033,-2.881825143673275,False,12,产品涨价、供给偏紧、供需偏紧,1,501.29,5.01,5.03,2026-06-30,0.996,✅真主营增长
3394,002134,天津普林,0.18,943880095.38,43.4659224935,22.724,44361546.39,560.06,182.7103,2.286499371901,8.55,0.193539516589,19.2678433267,元件,2026-08-27,9.44,0.444,1.0752195366055557,False,8,供需偏紧、在手订单,2,483.43,0.413997,0.443615,2026-06-30,0.933,✅真主营增长
362,688519,南亚新材,2.02,4223655477.69,83.2344446153,30.5286,461065617.47,428.8,107.1055,13.920134021391,15.24,-0.10050293757,18.8654089811,元件,2026-08-29,42.24,4.611,-0.049753929490099,False,18,供不应求、满产、量价齐升、高景气,3,457.77,4.53,4.61,2026-06-30,0.983,✅真主营增长
3302,002986,宇新股份,0.2906,5672713252.29,64.6971153964,55.3615,108917006.95,400.64,382.4653,10.466999510304,2.79,0.704251665294,8.5649374575,炼化及贸易,2026-08-27,56.73,1.089,2.4234400044528557,False,4,满产,1,442.8,1.03,1.09,2026-06-30,0.945,✅真主营增长
8761,002008,大族激光,1.25,13412802390.25,76.1864078,61.2091,1287969666.61,163.84,163.7639,20.84431169109,6.28,-0.663247488969,34.9445902574,自动化设备,2026-08-21,134.13,12.88,-0.5305979911752,False,4,在手订单,1,439.62,14.09,12.88,2026-06-30,1.094,✅真主营增长
9328,688353,华盛锂电,1.44,792459942.58,126.512398032,42.3355,222863455.56,451.483715654,29.7158,22.889240758495,6.14,-0.278025090596,52.5522782558,电池,2026-08-20,7.92,2.229,-0.1930729795805555,False,4,供需偏紧,1,437.39,2.65,2.23,2026-06-30,1.188,✅真主营增长
2839,603906,龙蟠科技,0.59,7198435910.75,98.7485952091,5.8567,420500326.38,593.8150342423,-3.7445,6.549520108246,11.56,-3.161292344335,20.0563539054,电池,2026-08-27,71.98,4.205,-5.358122617516949,False,4,订单饱满,1,421.04,4.23,4.21,2026-06-30,1.005,✅真主营增长
3340,002653,海思科,0.7601,3095595953.82,54.7144719025,-2.0701,851228456.58,426.98,-46.5177,4.300191499901,18.3,0.679176502008,80.2428883555,化学制药,2026-08-27,30.96,8.512,0.8935357216261017,False,4,价格中枢,1,420.1,7.52,8.51,2026-06-30,0.884,✅真主营增长
203,603186,华正新材,1.14,2959904829.48,41.2788891917,39.806,172929981.95,305.28,359.2645,15.711469977795,7.86,2.404297115722,15.9287171721,元件,2026-08-31,29.6,1.729,2.1090325576508775,False,29,产能利用率、供不应求、供需偏紧、在手订单、提价、需求旺盛、高景气,2,385.11,1.67,1.73,2026-06-30,0.965,✅真主营增长
5240,300890,翔丰华,0.4271,1095471847.19,59.3201900236,4.1583,50910129.4,1828.15,17.223,18.146115462434,2.23,0.4750416461,18.6925604072,电池,2026-08-26,10.95,0.509,1.112249229922735,True,21,产能利用率、供给偏紧、订单饱满、需求旺盛、高景气,3,379.42,0.41346400000000005,0.509101,2026-06-30,0.812,✅真主营增长
2135,001298,好上好,0.3387,7385942338.35,90.1799162677,34.1973,145309599.32,332.32,46.1319,4.034173435258,8.57,-3.445089309762,5.2794238274,其他电子Ⅱ,2026-08-28,73.86,1.453,-10.17150667186891,False,5,高景气,1,369.18,1.51,1.45,2026-06-30,1.041,✅真主营增长
421,605289,罗曼股份,0.47,943046270.46,118.1100635468,45.0305,71974705.53,444.1,-45.3133,8.964233319005,5.34,3.175053473254,23.8719683945,专业工程,2026-08-29,9.43,0.72,6.755432921817022,False,4,需求旺盛,1,359.63,0.609106,0.719747,2026-06-30,0.846,✅真主营增长
9450,301377,鼎泰高科,1.66,1942851207.14,114.8532705135,38.6454,679131331.85,325.12,60.6279,7.591405318093,23.27,-0.110535461848,55.9236303489,通用设备,2026-08-20,19.43,6.791,-0.0665876276192771,False,12,产能爬坡、需求旺盛、高景气,2,353.28,6.7,6.79,2026-06-30,0.987,✅真主营增长
10614,603256,宏和科技,0.42,1047839470.58,90.3889432493,37.0139,379486597.65,334.32,70.6158,3.26041435496,15.28,0.307898304611,59.343007344,玻璃玻纤,2026-08-14,10.48,3.795,0.7330912014547619,False,7,供需偏紧、超预期,2,350.88,3.73,3.79,2026-06-30,0.984,✅真主营增长
1888,300857,协创数据,3.8,12522564910.65,153.2889305482,5.8107,1838423990.17,325.51,45.0067,12.38679293757,34.31,3.729134221313,25.1496776886,消费电子,2026-08-28,125.23,18.384,0.981351110871842,False,17,供不应求、供给偏紧、供需偏紧、需求旺盛,2,339.91,18.46,18.38,2026-06-30,1.004,✅真主营增长
11441,001339,智微智能,1.19,3049593179.64,56.6420641839,34.0337,388460769.92,281.92,155.9367,8.287375355582,15.58,2.950427831278,39.5226032694,计算机设备,2026-07-18,30.5,3.885,2.4793511187210084,False,5,高景气,1,324.6,3.72,3.88,2026-06-30,0.959,✅真主营增长
7584,000657,中钨高新,0.9112,16384925470.67,108.5138971279,33.8421,2076226297.96,280.53,25.4096,4.950337982052,19.29,-0.55085668715,30.3812154395,小金属,2026-08-24,163.85,20.762,-0.604539823474539,False,5,供不应求,1,324.17,20.53,20.76,2026-06-30,0.989,✅真主营增长
8637,301210,金杨精密,0.33,1176728536.78,59.5724299589,17.3499,53494150.31,177.7,10.0448,11.779751871896,2.78,-0.030274361753,14.0186653237,电池,2026-08-21,11.77,0.535,-0.091740490160606,False,18,产能利用率、供不应求、需求旺盛、高景气,2,295.35,0.538215,0.534942,2026-06-30,1.006,✅真主营增长
7890,002384,东山精密,1.62,27797683972.88,63.9481879305,11.5882,2956898811.04,290.09,66.413,13.303496414908,12.88,1.301527338391,20.1513507952,元件,2026-08-22,277.98,29.569,0.803411937278395,False,3,产能爬坡,1,277.52,24.8,29.57,2026-06-30,0.839,✅真主营增长
196,603399,永杉锂业,0.39,4366567056.79,82.5820580695,9.7375,197793946.03,237.2906984973,-50.7472,3.310867520617,12.49,-0.542161790542,12.3348230494,能源金属,2026-08-31,43.67,1.978,-1.3901584372871794,False,23,产能利用率、产能爬坡、价格中枢、供给偏紧、供需偏紧、量价齐升,3,277.27,2.9,1.98,2026-06-30,1.465,✅真主营增长
10108,688002,睿创微纳,2.72,4396621717.39,72.8372056798,26.0639,1259361594.5,258.78,63.0563,16.857268336089,17.01,3.053877447041,57.7585549231,军工电子Ⅱ,2026-08-18,43.97,12.594,1.1227490614121325,False,12,产能爬坡、在手订单、高景气,2,275.38,12.33,12.59,2026-06-30,0.979,✅真主营增长
211,601872,招商轮船,0.86,19651214045.35,56.1524780529,29.6772,6959500459.03,227.57,51.8443,5.800660488392,15.61,1.006940531526,44.9779229906,航运港口,2026-08-31,196.51,69.595,1.1708610831697674,False,17,供给偏紧、供需偏紧、在手订单、高景气,3,262.36,69.07,69.6,2026-06-30,0.992,✅真主营增长
6391,688202,美迪西,0.39,761474155.85,40.9074656653,8.8265,51602435.5,500.0698589793,130.4596,14.906554628394,2.63,1.003298163951,31.5971129646,医疗服务,2026-08-25,7.61,0.516,2.5725593947461536,False,4,价格中枢,1,260.97,0.43026800000000004,0.5160239999999999,2026-06-30,0.834,✅真主营增长
6911,002606,大连电瓷,0.36,863560967.18,48.5868142044,5.4068,154730741.92,232.18,60.0301,4.664955974951,7.8,0.203995654506,38.6919501806,电网设备,2026-08-25,8.64,1.547,0.56665459585,False,4,量价齐升,1,258.01,1.46,1.55,2026-06-30,0.942,✅真主营增长
7686,603002,宏昌电子,0.03,2186071092.95,64.8305374072,20.9569,39391548.37,141.15,8207.4475,3.066438396577,1.13,0.047406999466,9.3783747203,电子化学品Ⅱ,2026-08-22,21.86,0.394,1.5802333155333337,False,7,产能利用率、产能爬坡,1,257.47,0.5179159999999999,0.393915,2026-06-30,1.315,✅真主营增长
6958,002240,盛新锂能,1.11,7358408539.74,355.9381524483,24.0652,1011791867.33,220.3,18.0418,12.325385056167,9.38,-0.274163600049,31.7537582495,能源金属,2026-08-25,73.58,10.118,-0.2469942342783783,False,8,价格中枢、量价齐升,2,248.96,13.32,10.12,2026-06-30,1.316,✅真主营增长
776,300681,英搏尔,0.38,2423725373.34,77.0627441095,22.9165,117618651.84,216.75,7.2802,10.208814925464,3.8,1.036521326045,15.4982844316,汽车零部件,2026-08-29,24.24,1.176,2.727687700118421,False,5,高景气,1,241.8,1.15,1.18,2026-06-30,0.975,✅真主营增长
6717,301086,鸿富瀚,0.58,588882970.89,65.689935667,8.759,73103568.07,221.59,-11.7356,15.675096573053,3.69,-5.658999976244,35.9915523062,消费电子,2026-08-25,5.89,0.731,-9.756896510765518,False,8,超预期、高景气,2,232.54,0.695209,0.731036,2026-06-30,0.951,✅真主营增长
11033,300184,力源信息,0.2585,6432185722.64,59.4583037337,26.8632,297519061.1,209.5,16.6584,4.062227837705,6.9,0.088300841288,10.3542773948,其他电子Ⅱ,2026-08-10,64.32,2.975,0.341589328,False,5,高景气,1,229.39,3.0,2.98,2026-06-30,1.007,✅真主营增长
7823,300308,中际旭创,12.31,41777861795.03,182.4913813287,14.285,13651149693.27,241.7,38.0529,35.740605779103,37.62,1.613718553798,46.2521843492,通信设备,2026-08-22,417.78,136.511,0.1310900531111291,False,4,需求旺盛,1,229.32,130.92,136.51,2026-06-30,0.959,✅真主营增长
9757,301563,云汉芯城,1.96,2745619251.15,90.6619549459,38.9976,165908329.46,207.69,121.3699,15.890528736673,12.79,-4.412394360048,16.7862040061,其他电子Ⅱ,2026-08-19,27.46,1.659,-2.251221612269388,False,8,供给偏紧、供需偏紧,1,219.23,1.61,1.66,2026-06-30,0.97,✅真主营增长
5199,301176,逸豪新材,0.1299,1264444524.23,69.077635104,16.5397,21501957.89,242.19,28.9666,8.868431065421,1.44,-1.70100002486,6.614936963,元件,2026-08-26,12.64,0.215,-13.09468841308699,False,3,超预期,1,216.64,0.199681,0.21502,2026-06-30,0.929,✅真主营增长
1921,300590,移为通信,0.19,603684218.08,67.7036603151,-6.7987,88233871.47,184.44,-30.0905,4.090919619037,4.7,-0.090756514384,40.2140988847,通信设备,2026-08-28,6.04,0.882,-0.4776658651789473,False,8,产能爬坡、高景气,2,216.27,0.791718,0.882339,2026-06-30,0.897,✅真主营增长
10197,300620,光库科技,0.5955,1031662205.86,72.9098394423,41.9099,148395975.24,186.09,131.7119,9.059397596269,6.65,-0.647789719498,38.7732870089,通信设备,2026-08-18,10.32,1.484,-1.087808093195634,False,7,产品涨价、产能爬坡,2,216.26,1.31,1.48,2026-06-30,0.885,✅真主营增长
1902,300769,德方纳米,1.63,10399817836.18,167.9240002831,39.8211,455448105.69,216.55,-28.0978,19.330356302444,8.75,-4.409564591071,11.3347015567,电池,2026-08-28,104.0,4.554,-2.7052543503503066,False,11,产能爬坡、超预期、高景气,3,206.34,4.56,4.55,2026-06-30,1.002,✅真主营增长
11301,603929,亚翔集成,2.3,2547729187.94,51.3555104102,25.3754,490416194.97,204.8,-2.2134,11.190829495079,20.91,-0.613837782387,24.2492882778,专业工程,2026-07-31,25.48,4.904,-0.2668859923421739,False,9,在手订单、高景气,1,205.75,4.9,4.9,2026-06-30,1.0,✅真主营增长
7577,000833,粤桂股份,0.8263,2342706476.62,72.365613943,39.7501,662784006.79,182.76,107.3015,5.559418309323,15.79,-0.040748478391,43.5404554126,综合Ⅱ,2026-08-24,23.43,6.628,-0.0493143874996974,False,7,产能利用率、提价,2,184.67,6.61,6.63,2026-06-30,0.997,✅真主营增长
1447,688620,安凯微,0.1,435794448.24,85.9928782339,90.9197,40266706.85,181.7586068118,405.1278,3.348720180536,3.08,0.059174557041,39.6358805941,半导体,2026-08-28,4.36,0.403,0.59174557041,False,12,产品涨价、量价齐升、需求旺盛,2,180.79,0.398525,0.402667,2026-06-30,0.99,✅真主营增长
8508,688127,蓝特光学,0.67,1012452775.31,75.5007893474,24.3063,272068137.89,163.21,10.0125,5.883239749351,11.75,0.963897754952,44.1381214717,光学光电子,2026-08-21,10.12,2.721,1.4386533656,False,3,产能爬坡,1,171.98,2.67,2.72,2026-06-30,0.982,✅真主营增长
374,688372,伟测科技,1.01,1071859786.42,68.9957183803,18.7578,159311093.39,57.61,24.8315,25.152938005446,4.41,3.257145933739,33.590206029,半导体,2026-08-29,10.72,1.593,3.22489696409802,False,16,产能利用率、产能爬坡、供不应求、需求旺盛,2,171.33,1.46,1.59,2026-06-30,0.918,✅真主营增长
10144,600366,宁波韵升,0.2547,3336660661.1,42.0220388493,22.6846,274095385.26,154.18,35.2088,5.841380673605,4.29,0.1865506614,20.7774458297,金属新材料,2026-08-18,33.37,2.741,0.7324329069493523,False,9,供不应求、供给偏紧,1,168.46,2.38,2.74,2026-06-30,0.869,✅真主营增长
10210,003022,联泓新科,0.32,5365694741.02,84.3071289737,38.9286,426865507.23,165.68,94.9573,5.841687167385,5.59,0.47628068645,23.8666692814,光伏设备,2026-08-18,53.66,4.269,1.48837714515625,False,4,产能利用率,1,165.95,4.25,4.27,2026-06-30,0.995,✅真主营增长
782,300661,圣邦股份,0.6775,2595425649.9,42.7014387998,36.3494,420315413.23,109.28,139.8058,14.439008100149,7.61,0.564121575109,51.8393937396,半导体,2026-08-29,25.95,4.203,0.8326517713785977,False,8,供不应求、提价,1,164.56,3.56,4.2,2026-06-30,0.848,✅真主营增长
5500,000792,盐湖股份,1.1657,13052166200.79,79.8792665747,2.9269,6168537120.45,137.88,3.8061,9.024047558595,13.34,1.187208691905,71.3850667913,农化制品,2026-08-26,130.52,61.685,1.0184513098610275,False,12,价格中枢、供给偏紧、供需偏紧,1,139.14,60.01,61.69,2026-06-30,0.973,✅真主营增长
1795,301607,富特科技,0.7,2444719792.0,65.8079973551,32.881,157828268.04,135.76,5.0924,8.094587625425,10.64,0.554760221459,18.1219569016,汽车零部件,2026-08-28,24.45,1.578,0.7925146020842857,False,8,产品涨价、满产,2,139.14,1.52,1.58,2026-06-30,0.962,✅真主营增长
10932,688148,芳源股份,0.09,1465586673.53,62.8729301676,20.245,45112035.28,130.3102534809,-126.5842,0.723568854782,8.85,0.073878919924,11.1420580747,电池,2026-08-11,14.66,0.451,0.8208768880444445,False,9,需求旺盛、高景气,1,132.72,0.487861,0.45111999999999997,2026-06-30,1.081,✅真主营增长
674,301396,宏景科技,0.6379,1843260974.24,156.4331358574,289.0883,137094320.29,127.43,253.0931,6.115472679961,10.74,8.228494984461,34.8781619301,IT服务Ⅱ,2026-08-29,18.43,1.371,12.899349403450383,False,5,供不应求,1,132.07,1.38,1.37,2026-06-30,1.007,✅真主营增长
9470,300153,科泰电源,0.1737,1498393653.78,110.8054218234,43.1409,55583901.11,131.66,73.2446,2.958823004094,5.86,0.147826024219,13.7101804323,其他电源设备Ⅱ,2026-08-20,14.98,0.556,0.8510421659124929,False,4,满产,1,131.84,0.550113,0.5558390000000001,2026-06-30,0.99,✅真主营增长
1438,688758,赛分科技,0.2669,279738112.89,53.1696185826,46.0906,110638217.52,106.19,111.7581,3.332555731865,7.97,0.207217372891,75.3193909379,化学制药,2026-08-28,2.8,1.106,0.7763858107568378,False,9,量价齐升、高景气,2,131.54,1.08,1.11,2026-06-30,0.973,✅真主营增长
2907,603061,金海通,2.01,600713563.49,95.4073809966,11.5786,171174638.22,125.21,7.4784,21.801510869425,9.93,0.664567384368,53.5463417425,半导体,2026-08-27,6.01,1.712,0.3306305394865672,False,21,产能利用率、供不应求、在手订单、订单饱满、需求旺盛,3,128.35,1.69,1.71,2026-06-30,0.988,✅真主营增长
1084,000426,兴业银锡,1.2745,4281697008.56,73.1308206683,1.031,2263056168.41,184.42,-30.8213,6.498532582898,21.32,1.18986484367,68.7527609771,贵金属,2026-08-29,42.82,22.631,0.933593443444488,False,8,供给偏紧、供需偏紧,1,126.6,18.16,22.63,2026-06-30,0.802,✅真主营增长
5232,300964,本川智能,0.3119,611360109.48,60.9961811509,59.7319,42702347.0,98.99,157.622,9.86568790382,4.17,0.034985940757,22.8204258336,元件,2026-08-26,6.11,0.427,0.1121703775472907,False,15,产品涨价、产能利用率、提价、需求旺盛,3,124.41,0.412704,0.42702299999999993,2026-06-30,0.966,✅真主营增长
8571,600549,厦门钨业,1.3862,35014480428.15,81.6985110158,22.4106,2200748489.7,127.04,-1.164,11.773995846987,12.15,-1.551198378021,21.8280630899,小金属,2026-08-21,350.14,22.007,-1.1190292728473523,False,4,满产,1,122.81,20.55,22.01,2026-06-30,0.934,✅真主营增长
3257,300432,富临精工,0.1649,11048243248.85,90.0582207015,18.6014,281896856.97,61.58,-60.9937,2.814614689023,5.84,0.743704064877,9.1442429862,电池,2026-08-27,110.48,2.819,4.510030714839297,False,17,供不应求、供给偏紧、供需偏紧、需求旺盛,3,122.53,2.7,2.82,2026-06-30,0.957,✅真主营增长
6902,002685,华东重机,0.0616,757030027.4,108.0422845338,-62.8342,62069712.02,137.31,-85.3439,1.644580021112,3.82,-0.01527474754,22.8892273157,工程机械,2026-08-25,7.57,0.621,-0.2479666808441558,False,4,在手订单,1,121.3,0.5912310000000001,0.620697,2026-06-30,0.953,✅真主营增长
9482,002824,和胜股份,0.28,2380778710.32,44.6399754766,34.6957,88271694.83,102.82,158.971,7.544205377809,3.7,1.223553350501,13.7096214438,工业金属,2026-08-20,23.81,0.883,4.369833394646427,False,4,满产,1,119.24,0.834717,0.882717,2026-06-30,0.946,✅真主营增长
11439,688146,中船特气,0.66,1904281352.97,83.1262578334,71.4894,347897694.46,95.63,143.4777,11.348551080273,5.86,-0.454703989115,31.7923109385,半导体,2026-07-18,19.04,3.479,-0.6889454380530302,False,16,产品涨价、产能利用率、超预期、高景气,3,117.08,3.26,3.48,2026-06-30,0.937,✅真主营增长
903,003018,金富科技,0.31,738077716.8,82.3784719133,184.4834,96180983.83,93.87,266.8056,6.326692482038,5.86,0.068055355385,36.0023356567,包装印刷,2026-08-29,7.38,0.962,0.2195334044677419,False,4,产能利用率,1,116.42,0.9658049999999999,0.96181,2026-06-30,1.004,✅真主营增长
2179,000630,铜陵有色,0.22,121770119524.73,59.9535182188,-11.7907,2992592611.05,107.93,23.5857,2.83844431421,7.93,0.004056087011,9.2840039246,工业金属,2026-08-28,1217.7,29.926,0.018436759140909,False,4,供需偏紧,1,114.5,30.71,29.93,2026-06-30,1.026,✅真主营增长
10397,600183,生益科技,1.36,19025611766.13,50.0454791459,33.6881,3286977278.33,130.42,83.8154,7.616649944865,18.17,1.228101686219,30.6922750301,元件,2026-08-15,190.26,32.87,0.9030159457492646,False,10,供不应求、高景气,2,110.99,29.08,32.87,2026-06-30,0.885,✅真主营增长
4850,688025,杰普特,2.06,1487018408.21,68.8631400537,25.0118,195410242.22,105.25,0.0546,26.857602174608,8.02,0.701530167837,40.8046253294,自动化设备,2026-08-26,14.87,1.954,0.3405486251635922,False,7,超预期、需求旺盛,2,110.84,1.93,1.95,2026-06-30,0.99,✅真主营增长
10358,688183,生益电子,1.35,5783539107.99,53.4617074251,39.9243,1110707603.86,109.36,49.7554,7.774918795891,17.95,1.095336333284,34.3088361251,元件,2026-08-15,57.84,11.107,0.811360246877037,False,9,供给偏紧、高景气,2,110.29,11.11,11.11,2026-06-30,1.0,✅真主营增长
10327,688380,中微半导,0.43,725773748.57,44.0139092508,23.1917,171622263.44,98.48,134.8832,8.063179101969,5.26,0.482644456084,38.746032871,半导体,2026-08-17,7.26,1.716,1.1224289676372092,False,3,提价,1,109.74,1.59,1.72,2026-06-30,0.924,✅真主营增长
3192,300953,震裕科技,1.75,6394440075.91,58.0137189346,15.3784,423322864.52,100.3,-49.7745,20.097626619123,9.02,0.242944359246,13.9507362104,电池,2026-08-27,63.94,4.233,0.1388253481405714,False,4,产能利用率,1,108.37,4.12,4.23,2026-06-30,0.974,✅真主营增长
6359,688712,北芯生命,0.23,386614054.22,49.3516621551,8.5903,92969970.48,88.01,3.3869,4.369121251103,5.76,0.402572020216,71.5373248776,医疗器械,2026-08-25,3.87,0.93,1.750313131373913,False,3,提价,1,108.0,0.8387680000000001,0.9297,2026-06-30,0.902,✅真主营增长
8687,300037,新宙邦,1.31,7462553989.37,75.661099978,22.0225,983809390.12,103.33,4.7501,14.856697785664,8.82,1.494568347515,23.914176868,电池,2026-08-21,74.63,9.838,1.140891868332061,False,5,高景气,1,107.93,9.69,9.84,2026-06-30,0.985,✅真主营增长
